localidad,edad,sexo,causa_inicio,causa_persistencia,consume_cigarrillo,consume_basuco,consume_marihuana,consume_alcohol,consume_inhalantes,consume_pepas,consume_cocaina,consume_heroina,causa_inicio_texto,causa_persistencia_texto
Puente Aranda,33,Mujer,1.0,1.0,Sí,Sí,Sí,No,Sí,Sí,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Puente Aranda,36,Hombre,1.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Puente Aranda,60,Hombre,1.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Puente Aranda,51,Hombre,1.0,2.0,No,No,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Puente Aranda,61,Mujer,9.0,2.0,No,No,No,No,No,No,No,No,Pérdida de redes de apoyo,Por decisión propia
Puente Aranda,36,Hombre,10.0,3.0,No,No,Sí,No,No,No,No,No,Amenaza o riesgo para su vida o integridad física,Amenaza o riesgo para su vida o integridad física
Puente Aranda,35,Mujer,8.0,2.0,Sí,Sí,Sí,Sí,Sí,No,No,No,Por decisión propia,Por decisión propia
Puente Aranda,,,,,,,,,,,,,,
Puente Aranda,43,Hombre,10.0,11.0,Sí,Sí,No,No,No,No,No,No,Amenaza o riesgo para su vida o integridad física,Ausencia de redes de apoyo adecuadas
Puente Aranda,49,Hombre,1.0,11.0,No,No,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Ausencia de redes de apoyo adecuadas
Puente Aranda,38,Hombre,5.0,1.0,Sí,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Puente Aranda,,,,,,,,,,,,,,
Puente Aranda,,,,,,,,,,,,,,
Puente Aranda,53,Mujer,5.0,11.0,Sí,Sí,Sí,No,Sí,No,No,No,Consumo de sustancias psicoactivas,Ausencia de redes de apoyo adecuadas
Puente Aranda,21,Hombre,1.0,2.0,No,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Puente Aranda,40,Hombre,1.0,6.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Conflictos o dificultades familiares
Puente Aranda,44,Hombre,12.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Otra,Consumo de sustancias psicoactivas
Puente Aranda,64,Hombre,8.0,8.0,No,Sí,No,No,No,No,No,No,Por decisión propia,Siempre ha sido persona habitante de calle
Puente Aranda,47,Hombre,8.0,1.0,No,Sí,Sí,No,No,No,No,No,Por decisión propia,Consumo de sustancias psicoactivas
Puente Aranda,44,Hombre,8.0,1.0,Sí,No,Sí,Sí,No,No,No,No,Por decisión propia,Consumo de sustancias psicoactivas
Puente Aranda,,,,,,,,,,,,,,
Puente Aranda,45,Hombre,1.0,11.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Ausencia de redes de apoyo adecuadas
Puente Aranda,,,,,,,,,,,,,,
Puente Aranda,,,,,,,,,,,,,,
Puente Aranda,,,,,,,,,,,,,,
Puente Aranda,43,Mujer,1.0,6.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Conflictos o dificultades familiares
Puente Aranda,,,,,,,,,,,,,,
Puente Aranda,31,Hombre,1.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Puente Aranda,49,Hombre,1.0,2.0,Sí,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Puente Aranda,32,Hombre,1.0,5.0,Sí,Sí,Sí,Sí,No,Sí,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Falta de trabajo
Puente Aranda,34,Hombre,5.0,2.0,Sí,Sí,Sí,Sí,No,Sí,No,No,Consumo de sustancias psicoactivas,Por decisión propia
Puente Aranda,31,Hombre,5.0,5.0,Sí,No,No,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Falta de trabajo
Puente Aranda,49,Hombre,5.0,1.0,No,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Puente Aranda,42,Hombre,1.0,11.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Ausencia de redes de apoyo adecuadas
Puente Aranda,56,Hombre,1.0,2.0,Sí,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Puente Aranda,59,Hombre,9.0,11.0,No,Sí,Sí,No,No,No,No,No,Pérdida de redes de apoyo,Ausencia de redes de apoyo adecuadas
Puente Aranda,29,Mujer,1.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Puente Aranda,43,Hombre,1.0,2.0,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Puente Aranda,43,Hombre,1.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Puente Aranda,54,Hombre,1.0,5.0,Sí,Sí,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Falta de trabajo
Puente Aranda,39,Hombre,3.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Por decisión propia
Puente Aranda,,,,,,,,,,,,,,
Puente Aranda,44,Hombre,3.0,1.0,Sí,Sí,Sí,No,No,No,Sí,No,Pérdida de fuente de ingresos suya o de su hogar,Consumo de sustancias psicoactivas
Puente Aranda,60,Hombre,1.0,6.0,Sí,No,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Conflictos o dificultades familiares
Puente Aranda,36,Mujer,1.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Puente Aranda,35,Mujer,1.0,2.0,Sí,Sí,Sí,No,Sí,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Puente Aranda,39,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,Sí,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Puente Aranda,40,Mujer,12.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Otra,Por decisión propia
Puente Aranda,29,Hombre,1.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Puente Aranda,28,Hombre,3.0,5.0,Sí,No,No,Sí,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Falta de trabajo
Puente Aranda,55,Hombre,1.0,1.0,Sí,No,No,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Puente Aranda,41,Hombre,1.0,1.0,Sí,Sí,Sí,No,Sí,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Puente Aranda,37,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Puente Aranda,75 años o más,Hombre,10.0,1.0,Sí,No,Sí,Sí,No,No,No,No,Amenaza o riesgo para su vida o integridad física,Consumo de sustancias psicoactivas
Puente Aranda,63,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Puente Aranda,46,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Puente Aranda,23,Mujer,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Puente Aranda,,,,,,,,,,,,,,
Puente Aranda,,,,,,,,,,,,,,
Puente Aranda,47,Mujer,9.0,1.0,Sí,Sí,Sí,No,No,Sí,No,No,Pérdida de redes de apoyo,Consumo de sustancias psicoactivas
Puente Aranda,44,Hombre,9.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Pérdida de redes de apoyo,Por decisión propia
Puente Aranda,59,Hombre,9.0,6.0,No,No,No,Sí,Sí,No,No,No,Pérdida de redes de apoyo,Conflictos o dificultades familiares
Puente Aranda,,,,,,,,,,,,,,
Puente Aranda,45,Hombre,1.0,2.0,Sí,Sí,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Puente Aranda,,,,,,,,,,,,,,
Puente Aranda,53,Hombre,1.0,1.0,No,Sí,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Puente Aranda,,,,,,,,,,,,,,
Puente Aranda,39,Hombre,5.0,1.0,Sí,Sí,No,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Puente Aranda,47,Mujer,7.0,1.0,Sí,Sí,Sí,Sí,Sí,No,No,No,Abuso sexual,Consumo de sustancias psicoactivas
Puente Aranda,,,,,,,,,,,,,,
Puente Aranda,36,Hombre,1.0,6.0,Sí,Sí,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Conflictos o dificultades familiares
Puente Aranda,,,,,,,,,,,,,,
Puente Aranda,60,Hombre,2.0,6.0,No,No,No,No,No,No,No,No,Un problema de salud físico o mental,Conflictos o dificultades familiares
Puente Aranda,43,Hombre,1.0,2.0,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Puente Aranda,67,Hombre,1.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Puente Aranda,43,Hombre,5.0,1.0,Sí,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Puente Aranda,26,Hombre,1.0,2.0,Sí,Sí,Sí,Sí,No,No,Sí,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Puente Aranda,34,Hombre,5.0,2.0,Sí,Sí,Sí,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Por decisión propia
Puente Aranda,30,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Puente Aranda,50,Hombre,1.0,5.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Falta de trabajo
Puente Aranda,,,,,,,,,,,,,,
Puente Aranda,32,Hombre,3.0,2.0,No,Sí,Sí,Sí,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Por decisión propia
Puente Aranda,47,Hombre,8.0,2.0,Sí,Sí,Sí,Sí,No,No,No,No,Por decisión propia,Por decisión propia
Puente Aranda,25,Hombre,8.0,2.0,Sí,No,Sí,Sí,Sí,No,Sí,No,Por decisión propia,Por decisión propia
Puente Aranda,43,Hombre,8.0,1.0,Sí,Sí,No,No,No,No,No,No,Por decisión propia,Consumo de sustancias psicoactivas
Puente Aranda,,,,,,,,,,,,,,
Puente Aranda,46,Hombre,1.0,12.0,No,Sí,No,Sí,Sí,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Otra
Puente Aranda,72,Hombre,6.0,5.0,No,No,No,No,No,No,No,No,Por discriminación,Falta de trabajo
Puente Aranda,29,Hombre,12.0,5.0,Sí,Sí,Sí,No,No,No,No,No,Otra,Falta de trabajo
Puente Aranda,45,Hombre,1.0,1.0,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Puente Aranda,24,Hombre,8.0,2.0,No,No,Sí,No,No,No,No,No,Por decisión propia,Por decisión propia
Puente Aranda,31,Mujer,8.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Por decisión propia,Consumo de sustancias psicoactivas
Puente Aranda,67,Hombre,3.0,2.0,No,No,No,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Por decisión propia
Puente Aranda,36,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,No,No,Sí,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Puente Aranda,35,Hombre,1.0,1.0,No,No,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Puente Aranda,42,Hombre,3.0,5.0,Sí,Sí,Sí,No,Sí,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Falta de trabajo
Puente Aranda,25,Hombre,5.0,5.0,No,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Falta de trabajo
Puente Aranda,24,Hombre,8.0,5.0,No,No,Sí,No,No,No,Sí,No,Por decisión propia,Falta de trabajo
Puente Aranda,24,Hombre,1.0,2.0,Sí,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Puente Aranda,46,Hombre,1.0,1.0,Sí,Sí,Sí,No,No,No,Sí,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Puente Aranda,44,Hombre,9.0,8.0,No,No,No,Sí,No,No,No,No,Pérdida de redes de apoyo,Siempre ha sido persona habitante de calle
Puente Aranda,43,Hombre,2.0,1.0,No,Sí,No,No,No,No,No,No,Un problema de salud físico o mental,Consumo de sustancias psicoactivas
Puente Aranda,46,Hombre,2.0,1.0,No,Sí,Sí,Sí,No,No,No,No,Un problema de salud físico o mental,Consumo de sustancias psicoactivas
Puente Aranda,68,Hombre,5.0,1.0,No,No,No,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Puente Aranda,57,Hombre,5.0,5.0,Sí,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Falta de trabajo
Puente Aranda,58,Hombre,1.0,5.0,Sí,No,No,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Falta de trabajo
Puente Aranda,43,Hombre,9.0,1.0,Sí,Sí,Sí,Sí,Sí,No,No,No,Pérdida de redes de apoyo,Consumo de sustancias psicoactivas
Puente Aranda,40,Hombre,1.0,1.0,Sí,No,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Puente Aranda,31,Hombre,5.0,1.0,No,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Puente Aranda,23,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Puente Aranda,63,Hombre,1.0,5.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Falta de trabajo
Puente Aranda,25,Mujer,5.0,5.0,Sí,Sí,No,Sí,No,Sí,Sí,No,Consumo de sustancias psicoactivas,Falta de trabajo
Puente Aranda,38,Hombre,1.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Puente Aranda,,,,,,,,,,,,,,
Puente Aranda,62,Mujer,3.0,1.0,Sí,Sí,No,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Consumo de sustancias psicoactivas
Puente Aranda,40,Hombre,5.0,1.0,No,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Puente Aranda,48,Hombre,11.0,1.0,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Por ser víctima o desplazado del conflicto armado,Consumo de sustancias psicoactivas
Puente Aranda,31,Hombre,8.0,5.0,No,Sí,Sí,No,No,No,No,No,Por decisión propia,Falta de trabajo
Puente Aranda,62,Hombre,5.0,1.0,No,Sí,Sí,Sí,No,No,Sí,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Puente Aranda,34,Hombre,9.0,2.0,Sí,Sí,No,Sí,No,No,No,No,Pérdida de redes de apoyo,Por decisión propia
Puente Aranda,,,,,,,,,,,,,,
Puente Aranda,41,Mujer,1.0,2.0,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Puente Aranda,66,Hombre,1.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Puente Aranda,20,Hombre,1.0,5.0,Sí,No,Sí,No,No,No,Sí,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Falta de trabajo
Puente Aranda,43,Hombre,8.0,2.0,No,Sí,No,No,No,No,No,No,Por decisión propia,Por decisión propia
Puente Aranda,,,,,,,,,,,,,,
Puente Aranda,,,,,,,,,,,,,,
Puente Aranda,47,Hombre,2.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Un problema de salud físico o mental,Por decisión propia
Puente Aranda,42,Hombre,9.0,2.0,Sí,Sí,No,No,No,No,No,Sí,Pérdida de redes de apoyo,Por decisión propia
Puente Aranda,26,Hombre,1.0,11.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Ausencia de redes de apoyo adecuadas
Puente Aranda,49,Hombre,5.0,1.0,No,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Puente Aranda,63,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Puente Aranda,51,Hombre,9.0,8.0,Sí,Sí,Sí,Sí,No,No,No,No,Pérdida de redes de apoyo,Siempre ha sido persona habitante de calle
Puente Aranda,30,Hombre,8.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Por decisión propia,Por decisión propia
Puente Aranda,67,Hombre,5.0,1.0,No,No,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Puente Aranda,25,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Puente Aranda,45,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Puente Aranda,23,Hombre,8.0,1.0,No,Sí,No,No,No,No,No,No,Por decisión propia,Consumo de sustancias psicoactivas
Puente Aranda,,,,,,,,,,,,,,
Puente Aranda,33,Hombre,5.0,6.0,No,No,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Conflictos o dificultades familiares
Puente Aranda,25,Hombre,5.0,,,,,,,,,,Consumo de sustancias psicoactivas,
Puente Aranda,50,Hombre,5.0,2.0,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Consumo de sustancias psicoactivas,Por decisión propia
Puente Aranda,36,Hombre,5.0,2.0,No,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Por decisión propia
Puente Aranda,38,Hombre,1.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Puente Aranda,33,Hombre,1.0,2.0,Sí,No,No,No,Sí,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Puente Aranda,33,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,No,No,Sí,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Puente Aranda,34,Hombre,8.0,1.0,No,Sí,No,Sí,No,No,No,No,Por decisión propia,Consumo de sustancias psicoactivas
Puente Aranda,56,Hombre,1.0,2.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Puente Aranda,38,Mujer,8.0,1.0,No,No,No,Sí,No,No,No,No,Por decisión propia,Consumo de sustancias psicoactivas
Puente Aranda,49,Hombre,5.0,2.0,Sí,Sí,Sí,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Por decisión propia
Puente Aranda,63,Hombre,1.0,2.0,Sí,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Puente Aranda,62,Mujer,1.0,2.0,Sí,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Puente Aranda,44,Hombre,1.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Puente Aranda,27,Hombre,1.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Puente Aranda,44,Hombre,1.0,1.0,Sí,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Puente Aranda,44,Hombre,5.0,1.0,Sí,Sí,No,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Puente Aranda,23,Hombre,1.0,1.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Puente Aranda,,,,,,,,,,,,,,
Puente Aranda,35,Hombre,1.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Puente Aranda,34,Mujer,1.0,1.0,Sí,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Puente Aranda,,,,,,,,,,,,,,
Puente Aranda,47,Hombre,5.0,1.0,Sí,Sí,Sí,No,Sí,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Puente Aranda,60,Hombre,3.0,12.0,Sí,No,No,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Otra
Puente Aranda,63,Hombre,1.0,1.0,No,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Puente Aranda,47,Hombre,1.0,2.0,Sí,Sí,No,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
